post_id,user_id,timestamp,post_content,num_shares,num_reactions,source_link,sentiment_score,flagged,post_content_normalized,word_count,contains_link,emotion_intensity,hour_of_day,engagement_rate,suspicious_keyword_count,day_of_week
POST_0108,user_008,2025-09-10 01:36:10,Learning to play the guitar — progress feels great!,18,50,UNKNOWN,0.22,False,learning to play the guitar progress feels great!,8,False,0.22,1,68,0,Wednesday
POST_0122,user_127,2025-09-11 18:02:03,Beautiful sunset at the beach today. Nature is incredible.,34,22,UNKNOWN,0.4,False,beautiful sunset at the beach today. nature is incredible.,9,False,0.4,18,56,0,Thursday
POST_0061,user_123,2025-09-09 02:05:55,Just finished a coding project I’ve been working on for weeks!,24,58,UNKNOWN,0.69,False,just finished a coding project ive been working on for weeks!,11,False,0.69,2,82,0,Tuesday
POST_0225,user_122,2025-09-24 10:58:55,Excited to announce my new job at ABC Company!,18,46,UNKNOWN,0.15,False,excited to announce my new job at abc company!,9,False,0.15,10,64,0,Wednesday
POST_0045,user_138,2025-09-18 14:54:03,Weekend hike was breathtaking. Can’t wait to go back! #blessed #grateful,16,27,UNKNOWN,0.89,False,weekend hike was breathtaking. cant wait to go back! blessed grateful,11,False,0.89,14,43,0,Thursday
POST_0179,user_149,2025-10-02 00:54:09,New blog post is up! Sharing my travel experiences from Japan.,22,74,UNKNOWN,0.61,False,new blog post is up! sharing my travel experiences from japan.,11,False,0.61,0,96,0,Thursday
POST_0135,user_081,2025-09-22 01:28:23,Celebrating our anniversary today. Love you honey! #blessed #grateful,23,24,theguardian.com,0.15,False,celebrating our anniversary today. love you honey! blessed grateful,9,True,0.15,1,47,0,Monday
POST_0231,user_036,2025-09-24 01:45:22,Weekend hike was breathtaking. Can’t wait to go back!,0,38,UNKNOWN,0.46,False,weekend hike was breathtaking. cant wait to go back!,9,False,0.46,1,38,0,Wednesday
POST_0017,user_079,2025-09-15 16:02:03,Just planted some vegetables in my garden. #blessed #grateful,36,15,UNKNOWN,0.49,False,just planted some vegetables in my garden. blessed grateful,9,False,0.49,16,51,0,Monday
POST_0153,user_127,2025-09-23 09:34:44,Congratulations to our team for winning the championship!,28,92,forbes.com,0.61,False,congratulations to our team for winning the championship!,8,True,0.61,9,120,0,Tuesday
POST_0127,user_056,2025-10-04 22:07:56,Tried a new restaurant today and the food was incredible!,9,81,UNKNOWN,0.79,False,tried a new restaurant today and the food was incredible!,10,False,0.79,22,90,0,Saturday
POST_0053,user_058,2025-10-03 20:55:08,Just adopted a cute puppy. Meet Max!,2,36,forbes.com,0.78,False,just adopted a cute puppy. meet max!,7,True,0.78,20,38,0,Friday
POST_0218,user_118,2025-10-08 08:07:41,Great concert last night. The band was fantastic. #blessed #grateful,22,91,nasa.gov,0.64,False,great concert last night. the band was fantastic. blessed grateful,10,True,0.64,8,113,0,Wednesday
POST_0112,user_098,2025-09-27 02:22:25,Proud of my little sister for graduating with honors!,44,42,UNKNOWN,0.76,False,proud of my little sister for graduating with honors!,9,False,0.76,2,86,0,Saturday
POST_0280,user_085,2025-09-23 01:13:59,Hidden message found in the new company logo — proof of global control!,943,339,hiddenfactsworld.com,-0.24,True,hidden message found in the new company logo proof of global control!,12,True,0.24,1,1282,1,Tuesday
POST_0226,user_147,2025-09-16 08:33:53,Just finished a coding project I’ve been working on for weeks!,2,27,UNKNOWN,0.77,False,just finished a coding project ive been working on for weeks!,11,False,0.77,8,29,0,Tuesday
POST_0022,user_055,2025-09-25 19:33:06,Loving the new coffee shop downtown. Great atmosphere.,36,78,UNKNOWN,0.73,False,loving the new coffee shop downtown. great atmosphere.,8,False,0.73,19,114,0,Thursday
POST_0278,user_017,2025-09-14 04:03:33,BREAKING NEWS: Celebrity died! (actually fake) Share now!,406,695,banned-truth.info,-0.72,True,breaking news celebrity died! actually fake share now!,8,True,0.72,4,1101,1,Sunday
POST_0188,user_094,2025-09-20 03:22:09,Just adopted a cute puppy. Meet Max! #blessed #grateful,38,24,reuters.com,0.4,False,just adopted a cute puppy. meet max! blessed grateful,9,True,0.4,3,62,0,Saturday
POST_0279,user_127,2025-09-28 09:58:36,THIS ONE WEIRD TRICK WILL SOLVE ALL YOUR PROBLEMS INSTANTLY!,209,338,secret-revelations.org,-0.67,True,this one weird trick will solve all your problems instantly!,10,True,0.67,9,547,0,Sunday
POST_0138,user_091,2025-09-12 09:18:20,Finished my first marathon today! Feeling accomplished.,9,89,UNKNOWN,0.78,False,finished my first marathon today! feeling accomplished.,7,False,0.78,9,98,0,Friday
POST_0059,user_021,2025-09-12 19:00:31,Great concert last night. The band was fantastic. #blessed #grateful,44,24,bbc.com,0.43,False,great concert last night. the band was fantastic. blessed grateful,10,True,0.43,19,68,0,Friday
POST_0058,user_134,2025-09-24 11:01:24,New blog post is up! Sharing my travel experiences from Japan.,28,14,national-geographic.com,0.32,False,new blog post is up! sharing my travel experiences from japan.,11,True,0.32,11,42,0,Wednesday
POST_0262,user_124,2025-09-30 05:47:07,THE GOVERNMENT IS REPLACING BIRDS WITH SURVEILLANCE DRONES!,644,764,fakenews-source.net,-0.53,True,the government is replacing birds with surveillance drones!,8,True,0.53,5,1408,1,Tuesday
POST_0282,user_101,2025-09-19 18:45:43,SHOCKING evidence of alien cover-up! Must see!,304,758,UNKNOWN,-0.36,True,shocking evidence of alien coverup! must see!,7,False,0.36,18,1062,2,Friday
POST_0254,user_004,2025-09-14 21:33:14,Great concert last night. The band was fantastic.,47,66,nasa.gov,0.58,False,great concert last night. the band was fantastic.,8,True,0.58,21,113,0,Sunday
POST_0290,user_053,2025-09-25 06:08:37,Doctors HATE this simple method! Click to learn more!,199,648,viral-hoax.net,-0.68,True,doctors hate this simple method! click to learn more!,9,True,0.68,6,847,1,Thursday
POST_0235,user_138,2025-10-04 12:38:20,Tried a new restaurant today and the food was incredible! #blessed #grateful,48,36,forbes.com,0.8,False,tried a new restaurant today and the food was incredible! blessed grateful,12,True,0.8,12,84,0,Saturday
POST_0087,user_117,2025-09-11 12:01:06,Finished my first marathon today! Feeling accomplished. #blessed #grateful,16,85,UNKNOWN,0.74,False,finished my first marathon today! feeling accomplished. blessed grateful,9,False,0.74,12,101,0,Thursday
POST_0148,user_020,2025-10-06 01:22:34,Celebrating our anniversary today. Love you honey!,36,56,nature.com,0.33,False,celebrating our anniversary today. love you honey!,7,True,0.33,1,92,0,Monday
POST_0276,user_024,2025-09-28 10:36:27,You won't believe what celebrities are secretly doing! Click now!,984,594,UNKNOWN,-0.61,True,you wont believe what celebrities are secretly doing! click now!,10,False,0.61,10,1578,2,Sunday
